id,amount,loan_disburse_at,mobile_user_id,due_date
90131,1500,14/01/2019 15:27,19082,04/02/2019 23:59
90132,1000,14/01/2019 14:41,37447,28/01/2019 23:59
90137,1000,14/01/2019 15:00,37627,11/02/2019 23:59
90148,3000,14/01/2019 15:03,26772,11/02/2019 23:59
90150,1000,14/01/2019 15:07,37639,04/02/2019 23:59
90160,3000,14/01/2019 15:11,31206,28/01/2019 23:59
90165,1000,14/01/2019 15:20,37644,21/01/2019 23:59
90166,1000,14/01/2019 15:23,37640,21/01/2019 23:59
90168,1000,14/01/2019 15:21,37619,11/02/2019 23:59
90171,2500,14/01/2019 15:21,25831,11/02/2019 23:59
90175,1500,14/01/2019 15:26,34940,11/02/2019 23:59
90179,1000,14/01/2019 15:39,37656,11/02/2019 23:59
90186,1000,14/01/2019 17:45,37658,28/01/2019 23:59
90189,1000,14/01/2019 15:45,36923,21/01/2019 23:59
90190,1000,14/01/2019 15:54,37663,11/02/2019 23:59
90193,1000,14/01/2019 15:44,32226,21/01/2019 23:59
90198,1500,14/01/2019 16:38,29830,11/02/2019 23:59
90201,1000,14/01/2019 16:00,35292,21/01/2019 23:59
90204,1000,14/01/2019 16:01,37141,21/01/2019 23:59
90214,3000,14/01/2019 17:37,27894,28/01/2019 23:59
90215,2500,14/01/2019 16:08,18432,11/02/2019 23:59
90221,3000,14/01/2019 16:16,26025,04/02/2019 23:59
90238,1000,14/01/2019 17:19,33758,21/01/2019 23:59
90246,1000,14/01/2019 16:49,37691,21/01/2019 23:59
90247,1000,14/01/2019 16:48,31693,21/01/2019 23:59
90251,2500,14/01/2019 17:01,26155,04/02/2019 23:59
90263,1000,14/01/2019 17:01,35767,11/02/2019 23:59
90271,1000,14/01/2019 17:18,37064,21/01/2019 23:59
90277,1000,14/01/2019 17:30,36873,21/01/2019 23:59
90294,1000,14/01/2019 17:38,37711,04/02/2019 23:59
90300,1000,14/01/2019 17:51,37714,21/01/2019 23:59
90303,5000,14/01/2019 17:40,9975,11/02/2019 23:59
90313,1000,14/01/2019 17:48,26522,04/02/2019 23:59
90315,1000,14/01/2019 17:49,35875,11/02/2019 23:59
90323,2000,14/01/2019 17:57,31833,11/02/2019 23:59
90324,1000,14/01/2019 17:57,31940,28/01/2019 23:59
90326,2000,14/01/2019 17:58,32654,21/01/2019 23:59
90328,3000,14/01/2019 18:00,26772,21/01/2019 23:59
90329,1000,14/01/2019 19:44,37266,21/01/2019 23:59
90344,1000,14/01/2019 19:19,33879,11/02/2019 23:59
90355,1000,14/01/2019 18:39,34013,04/02/2019 23:59
90363,5000,14/01/2019 18:49,22494,21/01/2019 23:59
90365,1000,14/01/2019 19:02,14005,21/01/2019 23:59
90372,3000,14/01/2019 19:00,20578,11/02/2019 23:59
90373,1000,14/01/2019 19:25,37740,21/01/2019 23:59
90374,3000,14/01/2019 19:02,6670,11/02/2019 23:59
90378,1000,14/01/2019 19:15,36778,21/01/2019 23:59
90382,1000,14/01/2019 19:14,37743,11/02/2019 23:59
90387,1000,14/01/2019 20:04,37745,11/02/2019 23:59
90389,3000,14/01/2019 19:19,12495,28/01/2019 23:59
90392,1000,14/01/2019 19:47,37747,11/02/2019 23:59
90396,1000,14/01/2019 19:27,28869,11/02/2019 23:59
90417,1000,15/01/2019 9:50,37757,22/01/2019 23:59
90418,3000,14/01/2019 19:48,22448,11/02/2019 23:59
90427,1000,14/01/2019 19:56,37752,11/02/2019 23:59
90428,1000,14/01/2019 19:59,36192,21/01/2019 23:59
90443,1000,14/01/2019 20:35,37745,21/01/2019 23:59
90445,1000,14/01/2019 21:42,37760,21/01/2019 23:59
90446,1500,14/01/2019 20:17,35214,11/02/2019 23:59
90447,1000,14/01/2019 20:21,37003,04/02/2019 23:59
90450,1000,14/01/2019 20:24,37546,21/01/2019 23:59
90458,3000,14/01/2019 20:29,26888,11/02/2019 23:59
90463,3000,14/01/2019 20:36,31925,21/01/2019 23:59
90470,1000,14/01/2019 20:52,37775,21/01/2019 23:59
90497,3000,14/01/2019 21:28,32711,04/02/2019 23:59
90503,1000,14/01/2019 21:42,33562,21/01/2019 23:59
90506,1000,14/01/2019 21:58,30815,21/01/2019 23:59
90512,2500,15/01/2019 9:35,24581,12/02/2019 23:59
90521,2000,14/01/2019 22:34,19825,11/02/2019 23:59
90528,3000,14/01/2019 23:00,16868,21/01/2019 23:59
90535,1000,14/01/2019 23:14,37164,21/01/2019 23:59
90540,3000,14/01/2019 23:28,26954,11/02/2019 23:59
90545,1000,14/01/2019 23:51,36267,21/01/2019 23:59
90567,2000,15/01/2019 0:25,31008,12/02/2019 23:59
90574,5000,15/01/2019 0:30,22285,12/02/2019 23:59
90606,1000,15/01/2019 8:39,37828,12/02/2019 23:59
90620,2000,15/01/2019 8:18,35308,22/01/2019 23:59
90621,1000,15/01/2019 8:21,37721,22/01/2019 23:59
90624,1000,15/01/2019 8:27,37826,12/02/2019 23:59
90627,1000,15/01/2019 8:44,19093,12/02/2019 23:59
90629,1000,15/01/2019 8:45,37811,12/02/2019 23:59
90635,1000,15/01/2019 9:01,37835,12/02/2019 23:59
90636,1500,15/01/2019 9:01,35953,22/01/2019 23:59
90637,1000,15/01/2019 9:16,37837,29/01/2019 23:59
90653,2000,15/01/2019 9:40,31128,12/02/2019 23:59
90657,2500,15/01/2019 9:46,11184,12/02/2019 23:59
90660,1000,15/01/2019 9:48,35900,22/01/2019 23:59
90663,3000,15/01/2019 9:52,12453,12/02/2019 23:59
90665,2500,15/01/2019 9:55,18719,22/01/2019 23:59
90670,1500,15/01/2019 10:03,26276,29/01/2019 23:59
90673,1000,15/01/2019 10:10,34674,22/01/2019 23:59
90674,1000,15/01/2019 10:08,29515,22/01/2019 23:59
90680,1000,15/01/2019 10:46,34734,22/01/2019 23:59
90686,1000,15/01/2019 10:40,37813,12/02/2019 23:59
90693,1000,15/01/2019 11:10,37859,12/02/2019 23:59
90694,1000,15/01/2019 10:57,37474,12/02/2019 23:59
90703,1500,15/01/2019 11:03,32634,05/02/2019 23:59
90704,1000,15/01/2019 11:06,27038,22/01/2019 23:59
90707,1000,15/01/2019 11:13,37857,12/02/2019 23:59
90711,1000,15/01/2019 11:10,37776,12/02/2019 23:59
90717,1000,15/01/2019 11:50,29964,12/02/2019 23:59
90723,1000,15/01/2019 11:31,37862,22/01/2019 23:59
90732,1000,15/01/2019 11:50,37868,22/01/2019 23:59
90733,1000,15/01/2019 11:33,36701,05/02/2019 23:59
90734,1000,15/01/2019 12:39,17647,22/01/2019 23:59
90738,1000,15/01/2019 11:41,37861,22/01/2019 23:59
90743,1000,15/01/2019 11:43,35572,12/02/2019 23:59
90744,1000,15/01/2019 11:44,34549,29/01/2019 23:59
90745,1000,15/01/2019 11:44,37679,22/01/2019 23:59
90749,2000,15/01/2019 11:53,20442,12/02/2019 23:59
90753,1000,15/01/2019 11:56,37524,12/02/2019 23:59
90762,1000,15/01/2019 12:06,37870,22/01/2019 23:59
90763,2000,15/01/2019 12:02,35673,22/01/2019 23:59
90765,1000,15/01/2019 14:18,37174,12/02/2019 23:59
90767,1000,15/01/2019 12:29,37876,12/02/2019 23:59
90770,2000,15/01/2019 12:07,30774,12/02/2019 23:59
90773,2000,15/01/2019 12:08,28714,22/01/2019 23:59
90776,1000,15/01/2019 12:30,37881,05/02/2019 23:59
90779,1500,15/01/2019 15:16,33346,29/01/2019 23:59
90780,1000,15/01/2019 12:25,37801,12/02/2019 23:59
90781,2000,15/01/2019 12:26,33815,29/01/2019 23:59
90787,1000,15/01/2019 12:53,37784,22/01/2019 23:59
90793,5000,15/01/2019 12:44,3438,29/01/2019 23:59
90794,1000,15/01/2019 12:50,12172,22/01/2019 23:59
90798,1000,15/01/2019 13:01,22468,22/01/2019 23:59
90800,1000,15/01/2019 13:00,37822,22/01/2019 23:59
90811,4000,15/01/2019 13:35,21612,12/02/2019 23:59
90815,1500,15/01/2019 13:51,28862,12/02/2019 23:59
90816,1000,15/01/2019 14:03,33834,12/02/2019 23:59
90818,1000,15/01/2019 14:01,37675,12/02/2019 23:59
90820,3000,15/01/2019 13:59,30731,22/01/2019 23:59
90826,1000,15/01/2019 15:08,37897,05/02/2019 23:59
90827,1000,15/01/2019 14:15,33036,12/02/2019 23:59
90835,1000,15/01/2019 14:33,35612,22/01/2019 23:59
90840,1000,15/01/2019 14:38,27627,29/01/2019 23:59
90842,1000,15/01/2019 14:58,32888,22/01/2019 23:59
90845,1000,15/01/2019 14:45,37758,05/02/2019 23:59
90846,1000,15/01/2019 14:48,33117,22/01/2019 23:59
90848,1000,15/01/2019 14:54,36814,12/02/2019 23:59
90855,1000,15/01/2019 15:05,37911,22/01/2019 23:59
90856,1000,15/01/2019 14:54,33117,22/01/2019 23:59
90858,1000,15/01/2019 15:06,33755,05/02/2019 23:59
90868,2000,15/01/2019 15:09,32610,22/01/2019 23:59
90869,3000,15/01/2019 15:06,16491,12/02/2019 23:59
90874,1000,15/01/2019 15:19,37914,22/01/2019 23:59
90877,1000,15/01/2019 15:36,37918,22/01/2019 23:59
90879,1000,15/01/2019 15:25,36265,12/02/2019 23:59
90887,1500,15/01/2019 15:35,32798,22/01/2019 23:59
90891,2000,15/01/2019 15:39,31236,12/02/2019 23:59
90892,1500,15/01/2019 15:38,32798,12/02/2019 23:59
90893,2000,15/01/2019 15:41,35308,12/02/2019 23:59
90896,1000,15/01/2019 17:48,37921,12/02/2019 23:59
90901,2000,15/01/2019 15:55,30880,29/01/2019 23:59
90906,4000,15/01/2019 16:52,29257,12/02/2019 23:59
90911,1000,15/01/2019 16:45,37929,12/02/2019 23:59
90914,1000,15/01/2019 16:41,36326,12/02/2019 23:59
90916,3000,15/01/2019 16:30,5200,12/02/2019 23:59
90920,2500,15/01/2019 16:42,17316,12/02/2019 23:59
90922,1000,15/01/2019 16:43,31362,22/01/2019 23:59
90929,1000,15/01/2019 17:11,37714,12/02/2019 23:59
90934,1000,15/01/2019 17:02,36309,29/01/2019 23:59
90938,1000,15/01/2019 17:07,15743,12/02/2019 23:59
90950,1000,15/01/2019 19:29,37227,12/02/2019 23:59
90954,1000,15/01/2019 17:34,36378,22/01/2019 23:59
90958,1000,15/01/2019 17:44,37866,22/01/2019 23:59
90962,1000,15/01/2019 17:48,36999,12/02/2019 23:59
90967,1000,15/01/2019 20:32,34347,29/01/2019 23:59
90969,3500,15/01/2019 17:55,12152,22/01/2019 23:59
90974,1000,15/01/2019 18:06,37477,22/01/2019 23:59
90975,1000,15/01/2019 18:08,37634,22/01/2019 23:59
90981,1000,15/01/2019 18:13,37658,22/01/2019 23:59
90987,1000,15/01/2019 19:10,31524,05/02/2019 23:59
90991,3000,15/01/2019 18:34,6410,12/02/2019 23:59
90995,3000,15/01/2019 18:39,22654,12/02/2019 23:59
91000,1000,15/01/2019 18:43,27451,12/02/2019 23:59
91002,1000,15/01/2019 18:51,37945,12/02/2019 23:59
91006,1000,15/01/2019 18:53,37774,05/02/2019 23:59
91009,3500,15/01/2019 19:05,14723,12/02/2019 23:59
91015,1000,15/01/2019 19:20,37954,22/01/2019 23:59
91016,1500,15/01/2019 19:34,34227,12/02/2019 23:59
91018,2000,15/01/2019 19:23,31301,12/02/2019 23:59
91022,1000,15/01/2019 19:31,29721,22/01/2019 23:59
91030,1000,15/01/2019 19:47,37596,22/01/2019 23:59
91033,1000,15/01/2019 19:52,37362,12/02/2019 23:59
91036,1000,15/01/2019 19:53,14128,22/01/2019 23:59
91044,2000,15/01/2019 20:12,33302,12/02/2019 23:59
91057,1000,15/01/2019 20:41,37952,12/02/2019 23:59
91058,1000,15/01/2019 20:38,15201,29/01/2019 23:59
91064,1500,15/01/2019 20:48,35953,22/01/2019 23:59
91067,2000,15/01/2019 20:52,29114,22/01/2019 23:59
91076,1000,15/01/2019 21:10,27701,22/01/2019 23:59
91080,2000,16/01/2019 11:15,28632,13/02/2019 23:59
91084,1000,15/01/2019 21:35,22189,12/02/2019 23:59
91085,1000,15/01/2019 21:34,12208,22/01/2019 23:59
91089,1000,15/01/2019 21:54,34986,22/01/2019 23:59
91091,1000,15/01/2019 21:50,25326,22/01/2019 23:59
91098,1000,15/01/2019 23:10,37719,12/02/2019 23:59
91119,1000,15/01/2019 23:03,30010,12/02/2019 23:59
91129,1000,15/01/2019 23:15,37117,12/02/2019 23:59
91138,2000,15/01/2019 23:29,34304,12/02/2019 23:59
91144,1500,15/01/2019 23:59,19827,22/01/2019 23:59
91148,1000,16/01/2019 0:12,17208,23/01/2019 23:59
91155,3000,16/01/2019 0:37,28677,23/01/2019 23:59
91156,2000,16/01/2019 0:42,32599,13/02/2019 23:59
91160,1000,16/01/2019 8:32,37979,23/01/2019 23:59
91173,2000,16/01/2019 9:47,24724,23/01/2019 23:59
91184,2000,16/01/2019 5:07,34531,23/01/2019 23:59
91194,1000,16/01/2019 7:33,25790,23/01/2019 23:59
91200,1500,16/01/2019 8:13,32687,13/02/2019 23:59
91202,1000,16/01/2019 8:21,34727,13/02/2019 23:59
91204,1000,16/01/2019 10:12,37986,13/02/2019 23:59
91205,2000,16/01/2019 11:27,30340,30/01/2019 23:59
91207,1000,16/01/2019 8:42,36593,30/01/2019 23:59
91209,1000,16/01/2019 9:00,37918,06/02/2019 23:59
91220,1000,16/01/2019 9:28,37976,06/02/2019 23:59
91224,1000,16/01/2019 9:43,37313,13/02/2019 23:59
91233,3000,16/01/2019 10:00,31545,06/02/2019 23:59
91236,1000,16/01/2019 10:11,35123,30/01/2019 23:59
91239,1000,16/01/2019 10:17,38002,23/01/2019 23:59
91249,2000,16/01/2019 11:21,34833,13/02/2019 23:59
91252,3000,16/01/2019 10:31,34169,13/02/2019 23:59
91255,1000,16/01/2019 10:36,1299,30/01/2019 23:59
91258,1500,16/01/2019 13:23,32447,30/01/2019 23:59
91262,3000,16/01/2019 10:48,27661,06/02/2019 23:59
91263,1000,16/01/2019 10:59,38005,13/02/2019 23:59
91269,1000,16/01/2019 11:04,16474,13/02/2019 23:59
91270,2000,16/01/2019 11:04,21098,06/02/2019 23:59
91272,1500,16/01/2019 11:10,19103,13/02/2019 23:59
91276,1000,16/01/2019 11:24,13079,30/01/2019 23:59
91277,2500,16/01/2019 11:29,28689,13/02/2019 23:59
91287,1000,16/01/2019 11:41,37907,13/02/2019 23:59
91288,1500,16/01/2019 11:39,31041,06/02/2019 23:59
91289,1000,16/01/2019 11:44,38029,23/01/2019 23:59
91291,3000,16/01/2019 11:41,24769,13/02/2019 23:59
91294,1000,16/01/2019 11:51,38031,06/02/2019 23:59
91301,1000,16/01/2019 11:53,38039,23/01/2019 23:59
91304,3000,16/01/2019 11:47,23308,23/01/2019 23:59
91307,1000,16/01/2019 11:55,15940,13/02/2019 23:59
91313,1000,16/01/2019 12:01,38040,13/02/2019 23:59
91317,1000,16/01/2019 12:18,38047,13/02/2019 23:59
91323,3000,16/01/2019 12:05,26983,13/02/2019 23:59
91335,1000,16/01/2019 12:12,34820,13/02/2019 23:59
91351,1000,16/01/2019 12:42,38058,23/01/2019 23:59
91359,1000,16/01/2019 12:35,38027,13/02/2019 23:59
91363,3000,16/01/2019 12:29,25846,13/02/2019 23:59
91381,1000,16/01/2019 12:35,36856,13/02/2019 23:59
91382,2000,16/01/2019 12:35,32339,13/02/2019 23:59
91395,1500,16/01/2019 12:47,35904,23/01/2019 23:59
91401,2000,16/01/2019 12:48,27258,23/01/2019 23:59
91404,1000,16/01/2019 12:58,38063,23/01/2019 23:59
91422,1000,16/01/2019 12:59,34948,13/02/2019 23:59
91425,1000,16/01/2019 13:20,38080,23/01/2019 23:59
91430,3000,16/01/2019 13:11,20737,13/02/2019 23:59
91431,1000,16/01/2019 13:31,38099,23/01/2019 23:59
91432,4000,16/01/2019 13:07,31343,30/01/2019 23:59
91444,2000,16/01/2019 13:21,34531,13/02/2019 23:59
91452,2000,16/01/2019 13:30,33174,30/01/2019 23:59
91453,1000,16/01/2019 13:36,28439,23/01/2019 23:59
91456,1000,16/01/2019 13:46,38115,23/01/2019 23:59
91459,1000,16/01/2019 13:57,38114,13/02/2019 23:59
91462,1000,16/01/2019 13:57,38111,23/01/2019 23:59
91463,2000,16/01/2019 13:54,31352,23/01/2019 23:59
91468,1000,16/01/2019 14:08,32126,23/01/2019 23:59
91469,1000,16/01/2019 14:09,38121,23/01/2019 23:59
91472,1000,16/01/2019 14:11,37684,23/01/2019 23:59
91474,2000,16/01/2019 14:12,33033,13/02/2019 23:59
91477,1500,16/01/2019 14:18,34364,13/02/2019 23:59
91479,1000,16/01/2019 14:19,35140,13/02/2019 23:59
91480,1000,16/01/2019 14:18,21273,23/01/2019 23:59
91483,1000,16/01/2019 14:28,27529,13/02/2019 23:59
91485,1000,16/01/2019 16:19,37821,23/01/2019 23:59
91488,1000,16/01/2019 16:32,21570,23/01/2019 23:59
91494,3000,16/01/2019 14:39,30189,06/02/2019 23:59
91496,1500,16/01/2019 14:42,35008,13/02/2019 23:59
91510,1000,16/01/2019 15:03,32482,23/01/2019 23:59
91516,1500,16/01/2019 15:07,34758,13/02/2019 23:59
91521,1000,16/01/2019 15:25,36714,23/01/2019 23:59
91527,1000,16/01/2019 15:34,13200,23/01/2019 23:59
91528,1000,16/01/2019 16:37,38133,13/02/2019 23:59
91540,1500,16/01/2019 17:22,14714,23/01/2019 23:59
91548,1000,16/01/2019 16:03,26668,23/01/2019 23:59
91549,2000,16/01/2019 16:06,35522,13/02/2019 23:59
91552,3000,16/01/2019 16:08,16868,23/01/2019 23:59
91563,1000,16/01/2019 16:21,34943,23/01/2019 23:59
91581,3000,16/01/2019 16:29,30884,13/02/2019 23:59
91585,1000,16/01/2019 16:34,37918,13/02/2019 23:59
91597,1000,16/01/2019 16:57,38055,30/01/2019 23:59
91601,1000,17/01/2019 10:25,38172,31/01/2019 23:59
91604,1000,16/01/2019 16:54,38174,23/01/2019 23:59
91608,5000,16/01/2019 16:52,15913,13/02/2019 23:59
91616,1500,16/01/2019 16:57,34318,06/02/2019 23:59
91618,1000,16/01/2019 17:15,38178,23/01/2019 23:59
91622,1000,16/01/2019 17:08,38029,13/02/2019 23:59
91623,1000,16/01/2019 17:32,34025,13/02/2019 23:59
91626,1000,16/01/2019 17:15,38173,23/01/2019 23:59
91627,1500,16/01/2019 17:20,26264,13/02/2019 23:59
91632,1000,16/01/2019 17:27,13896,13/02/2019 23:59
91634,3000,16/01/2019 17:27,1878,13/02/2019 23:59
91641,1000,16/01/2019 17:32,34644,23/01/2019 23:59
91644,1000,16/01/2019 17:32,38023,13/02/2019 23:59
91651,1000,16/01/2019 17:38,33646,13/02/2019 23:59
91656,2000,16/01/2019 17:40,33741,23/01/2019 23:59
91658,1000,16/01/2019 17:41,36642,30/01/2019 23:59
91671,1000,16/01/2019 17:51,33926,06/02/2019 23:59
91674,2000,16/01/2019 17:50,13190,30/01/2019 23:59
91675,1000,16/01/2019 17:49,37134,23/01/2019 23:59
91680,1000,16/01/2019 17:56,33797,23/01/2019 23:59
91686,1000,16/01/2019 18:03,38192,23/01/2019 23:59
91692,1000,16/01/2019 18:49,38198,13/02/2019 23:59
91696,1000,16/01/2019 18:14,37612,23/01/2019 23:59
91708,1000,16/01/2019 18:22,37091,13/02/2019 23:59
91709,1000,16/01/2019 18:19,35102,13/02/2019 23:59
91712,1000,16/01/2019 20:40,38203,23/01/2019 23:59
91713,2000,16/01/2019 18:22,33013,23/01/2019 23:59
91726,2500,16/01/2019 18:42,15774,13/02/2019 23:59
91729,2000,16/01/2019 19:06,16944,30/01/2019 23:59
91730,3500,16/01/2019 18:42,22579,23/01/2019 23:59
91739,1000,16/01/2019 18:59,36618,23/01/2019 23:59
91740,1500,16/01/2019 18:50,29675,23/01/2019 23:59
91746,3000,16/01/2019 18:56,19618,13/02/2019 23:59
91749,1000,16/01/2019 18:59,37861,23/01/2019 23:59
91752,1000,16/01/2019 19:03,38107,30/01/2019 23:59
91755,1000,16/01/2019 19:23,38214,23/01/2019 23:59
91772,4000,16/01/2019 19:26,12935,30/01/2019 23:59
91782,1000,16/01/2019 19:49,33752,06/02/2019 23:59
91801,1000,16/01/2019 20:25,37895,13/02/2019 23:59
91804,3500,16/01/2019 19:55,14585,30/01/2019 23:59
91807,1000,16/01/2019 20:10,35425,23/01/2019 23:59
91810,3000,16/01/2019 20:16,31658,23/01/2019 23:59
91813,1000,16/01/2019 20:23,35216,13/02/2019 23:59
91831,1000,16/01/2019 20:51,38064,13/02/2019 23:59
91835,1000,16/01/2019 20:54,38254,13/02/2019 23:59
91844,3000,16/01/2019 21:00,25905,30/01/2019 23:59
91855,2000,16/01/2019 21:13,12780,13/02/2019 23:59
91857,1000,16/01/2019 21:23,38267,23/01/2019 23:59
91858,4000,16/01/2019 21:19,24052,13/02/2019 23:59
91860,1000,16/01/2019 21:16,36993,13/02/2019 23:59
91864,2000,16/01/2019 21:24,26663,30/01/2019 23:59
91884,3000,16/01/2019 21:58,24961,13/02/2019 23:59
91888,1000,16/01/2019 22:09,35178,13/02/2019 23:59
91892,1000,16/01/2019 22:18,38280,23/01/2019 23:59
91896,1000,16/01/2019 22:28,38286,13/02/2019 23:59
91904,5000,16/01/2019 22:33,26524,13/02/2019 23:59
91907,1000,16/01/2019 22:52,38290,23/01/2019 23:59
91916,1000,16/01/2019 23:02,38297,13/02/2019 23:59
91932,1000,16/01/2019 23:30,16441,13/02/2019 23:59
91935,1000,17/01/2019 0:56,38298,24/01/2019 23:59
91948,5000,16/01/2019 23:58,4693,13/02/2019 23:59
91949,1000,17/01/2019 0:15,36024,24/01/2019 23:59
91952,1000,17/01/2019 0:16,34127,24/01/2019 23:59
91963,2500,17/01/2019 1:33,20218,14/02/2019 23:59
91965,1000,17/01/2019 2:17,22868,24/01/2019 23:59
91967,2500,17/01/2019 2:38,25726,14/02/2019 23:59
91969,2000,17/01/2019 2:30,30856,31/01/2019 23:59
91973,2000,17/01/2019 3:53,21570,24/01/2019 23:59
91985,2000,17/01/2019 7:01,15324,24/01/2019 23:59
91987,1000,17/01/2019 7:22,36117,24/01/2019 23:59
91996,1000,17/01/2019 8:23,37795,14/02/2019 23:59
91999,1000,17/01/2019 7:57,37827,14/02/2019 23:59
92004,1000,17/01/2019 8:24,38264,14/02/2019 23:59
92005,1000,17/01/2019 8:23,38312,14/02/2019 23:59
92007,1000,17/01/2019 8:27,31693,14/02/2019 23:59
92011,1000,17/01/2019 8:37,38320,14/02/2019 23:59
92013,1000,17/01/2019 10:30,28392,14/02/2019 23:59
92018,1000,17/01/2019 9:09,38277,31/01/2019 23:59
92026,1500,17/01/2019 9:22,35877,14/02/2019 23:59
92037,1000,17/01/2019 9:55,30574,24/01/2019 23:59
92042,1000,17/01/2019 10:13,37831,24/01/2019 23:59
92043,2000,17/01/2019 10:07,14312,07/02/2019 23:59
92051,5000,17/01/2019 10:44,3398,14/02/2019 23:59
92052,1000,17/01/2019 10:43,37253,14/02/2019 23:59
92053,1000,17/01/2019 10:47,36603,14/02/2019 23:59
92057,5000,17/01/2019 11:02,10247,14/02/2019 23:59
92061,2000,17/01/2019 12:17,30744,14/02/2019 23:59
92062,3000,17/01/2019 11:06,32360,14/02/2019 23:59
92065,2000,17/01/2019 11:13,29726,14/02/2019 23:59
92068,1000,17/01/2019 11:31,38336,24/01/2019 23:59
92079,1000,17/01/2019 11:45,30863,14/02/2019 23:59
92080,2500,17/01/2019 11:45,29577,14/02/2019 23:59
92082,3000,17/01/2019 11:47,32854,07/02/2019 23:59
92088,1000,17/01/2019 11:53,34308,24/01/2019 23:59
92094,1000,17/01/2019 12:12,29055,14/02/2019 23:59
92096,1000,17/01/2019 12:15,32305,14/02/2019 23:59
92097,1000,17/01/2019 12:25,38315,14/02/2019 23:59
92098,2000,17/01/2019 12:20,32305,24/01/2019 23:59
92117,1000,17/01/2019 12:44,37953,14/02/2019 23:59
92123,1000,17/01/2019 12:39,13052,24/01/2019 23:59
92131,1000,17/01/2019 12:41,29340,14/02/2019 23:59
92134,1000,17/01/2019 12:45,26726,07/02/2019 23:59
92136,4000,17/01/2019 12:42,30169,24/01/2019 23:59
92139,1000,17/01/2019 12:44,21049,24/01/2019 23:59
92140,1000,17/01/2019 13:03,30938,14/02/2019 23:59
92141,2500,17/01/2019 12:45,12095,14/02/2019 23:59
92145,1000,17/01/2019 12:52,34984,14/02/2019 23:59
92146,1500,17/01/2019 12:50,35071,31/01/2019 23:59
92152,3000,17/01/2019 12:53,21572,31/01/2019 23:59
92155,1000,17/01/2019 12:56,37400,24/01/2019 23:59
92166,3000,17/01/2019 13:08,29401,24/01/2019 23:59
92173,1000,17/01/2019 13:13,36347,24/01/2019 23:59
92175,1500,17/01/2019 13:17,29802,14/02/2019 23:59
92180,1000,17/01/2019 13:18,33489,07/02/2019 23:59
92186,1000,17/01/2019 13:24,38299,31/01/2019 23:59
92188,1000,17/01/2019 13:42,38379,31/01/2019 23:59
92192,1000,17/01/2019 13:25,37477,14/02/2019 23:59
92200,1000,17/01/2019 13:45,37797,24/01/2019 23:59
92205,1000,17/01/2019 13:41,25556,24/01/2019 23:59
92209,1500,17/01/2019 13:49,34617,14/02/2019 23:59
92210,3500,17/01/2019 13:50,24068,14/02/2019 23:59
92212,4000,17/01/2019 13:55,19254,14/02/2019 23:59
92213,1000,17/01/2019 14:01,38288,14/02/2019 23:59
92227,1000,17/01/2019 14:22,38394,24/01/2019 23:59
92239,1000,17/01/2019 14:26,38175,14/02/2019 23:59
92244,1000,17/01/2019 14:32,37444,14/02/2019 23:59
92247,1000,17/01/2019 14:46,38398,24/01/2019 23:59
92266,1500,17/01/2019 14:48,32693,14/02/2019 23:59
92283,1000,17/01/2019 15:10,28906,14/02/2019 23:59
92294,1000,17/01/2019 15:41,38307,24/01/2019 23:59
92301,2000,17/01/2019 15:43,24829,14/02/2019 23:59
92309,2000,17/01/2019 15:54,35332,14/02/2019 23:59
92320,1000,17/01/2019 16:08,31450,14/02/2019 23:59
92323,1500,17/01/2019 16:15,2921,31/01/2019 23:59
92327,1500,17/01/2019 16:19,4751,14/02/2019 23:59
92328,2500,17/01/2019 16:19,16385,31/01/2019 23:59
92330,2500,17/01/2019 16:29,28050,14/02/2019 23:59
92331,1000,17/01/2019 16:57,38438,31/01/2019 23:59
92333,1000,17/01/2019 17:01,38436,24/01/2019 23:59
92343,2000,17/01/2019 16:57,258,14/02/2019 23:59
92344,1000,17/01/2019 16:46,7234,24/01/2019 23:59
92351,3000,17/01/2019 16:59,21693,07/02/2019 23:59
92370,5000,17/01/2019 17:29,1072,14/02/2019 23:59
92374,1000,17/01/2019 17:38,38423,24/01/2019 23:59
92377,1000,17/01/2019 17:35,33208,14/02/2019 23:59
92388,1000,17/01/2019 18:53,38457,24/01/2019 23:59
92405,1000,17/01/2019 18:26,38369,14/02/2019 23:59
92409,3000,17/01/2019 18:38,21299,24/01/2019 23:59
92410,2000,17/01/2019 18:39,36384,14/02/2019 23:59
92412,1000,17/01/2019 18:43,38460,24/01/2019 23:59
92414,1000,17/01/2019 18:52,38465,24/01/2019 23:59
92415,1500,17/01/2019 18:48,35227,14/02/2019 23:59
92420,5000,17/01/2019 19:01,18752,24/01/2019 23:59
92427,1500,17/01/2019 19:11,31050,14/02/2019 23:59
92435,1500,17/01/2019 19:18,34549,24/01/2019 23:59
92438,1000,17/01/2019 19:27,18058,07/02/2019 23:59
92445,1000,17/01/2019 19:30,26744,24/01/2019 23:59
92446,2000,17/01/2019 19:32,21570,14/02/2019 23:59
92449,1500,17/01/2019 19:49,31971,14/02/2019 23:59
92451,1000,17/01/2019 20:01,38475,14/02/2019 23:59
92460,2000,17/01/2019 20:09,35163,31/01/2019 23:59
92462,1500,17/01/2019 20:12,35058,31/01/2019 23:59
92472,3000,17/01/2019 20:24,9337,07/02/2019 23:59
