id,amount,loan_id,repayment_date,fully_repayed_on
29165,3600,83654,01/02/2019 9:11,01/02/2019 9:12
29166,3675,82359,01/02/2019 9:32,01/02/2019 9:32
29168,200,87083,01/02/2019 9:35,01/02/2019 9:35
29169,1200,93266,01/02/2019 9:36,01/02/2019 9:36
29170,100,82980,01/02/2019 9:42,01/02/2019 9:42
29171,1800,90892,01/02/2019 9:49,01/02/2019 9:50
29172,1130,97559,01/02/2019 10:27,01/02/2019 10:28
29173,1800,82717,01/02/2019 10:39,01/02/2019 10:39
29174,1155,88669,01/02/2019 10:42,01/02/2019 10:42
29176,980,98834,01/02/2019 10:44,01/02/2019 10:45
29177,3465,88814,01/02/2019 10:52,01/02/2019 10:52
29178,1000,98293,01/02/2019 10:52,01/02/2019 10:53
29179,3062,82372,01/02/2019 10:56,01/02/2019 10:56
29180,1,82372,01/02/2019 10:57,01/02/2019 10:57
29181,1695,96868,01/02/2019 10:59,01/02/2019 10:59
29182,800,98589,01/02/2019 11:00,01/02/2019 11:01
29184,3600,82686,01/02/2019 11:12,01/02/2019 11:12
29185,1185,89291,01/02/2019 11:12,01/02/2019 11:12
29186,13,85546,01/02/2019 11:13,01/02/2019 11:13
29187,1225,69887,01/02/2019 11:19,01/02/2019 11:19
29189,1807,74631,01/02/2019 11:22,01/02/2019 11:22
29190,0,74631,01/02/2019 11:23,01/02/2019 11:23
29191,0,74631,01/02/2019 11:25,01/02/2019 11:25
29192,4800,83240,01/02/2019 11:30,01/02/2019 11:30
29193,1200,83270,01/02/2019 11:32,01/02/2019 11:32
29194,50,98834,01/02/2019 11:36,01/02/2019 11:36
29195,2450,67696,01/02/2019 11:38,01/02/2019 11:39
29196,1200,88462,01/02/2019 11:49,01/02/2019 11:49
29197,1200,87555,01/02/2019 11:50,01/02/2019 11:50
29198,1155,81739,01/02/2019 11:59,01/02/2019 11:59
29199,3000,87861,01/02/2019 12:00,01/02/2019 12:00
29200,2410,87708,01/02/2019 12:02,01/02/2019 12:02
29201,1200,87447,01/02/2019 12:03,01/02/2019 12:03
29202,1800,82590,01/02/2019 12:07,01/02/2019 12:08
29204,3000,90512,01/02/2019 12:20,01/02/2019 12:20
29205,1155,77577,01/02/2019 12:20,01/02/2019 12:21
29206,1800,82846,01/02/2019 12:22,01/02/2019 12:22
29207,2260,98218,01/02/2019 12:26,01/02/2019 12:26
29208,5,93714,01/02/2019 12:39,01/02/2019 12:39
29209,1160,93986,01/02/2019 12:49,01/02/2019 12:49
29214,1180,90313,01/02/2019 13:16,01/02/2019 13:16
29215,1354,93021,01/02/2019 13:22,01/02/2019 13:22
29216,0,93021,01/02/2019 13:22,01/02/2019 13:22
29217,3540,92351,01/02/2019 13:31,01/02/2019 13:31
29218,3600,83323,01/02/2019 13:37,01/02/2019 13:37
29219,1185,92331,01/02/2019 13:44,01/02/2019 13:44
29220,2260,98298,01/02/2019 14:11,01/02/2019 14:11
29224,1130,97971,01/02/2019 14:38,01/02/2019 14:38
29229,1575,86219,01/02/2019 15:03,01/02/2019 15:03
29230,600,82551,01/02/2019 15:07,01/02/2019 15:07
29231,1130,96247,01/02/2019 15:09,01/02/2019 15:09
29232,3390,96624,01/02/2019 15:19,01/02/2019 15:19
29236,980,97974,01/02/2019 15:24,01/02/2019 15:25
29238,1155,95828,01/02/2019 15:39,01/02/2019 15:40
29240,1800,83373,01/02/2019 15:40,01/02/2019 15:40
29241,2320,92893,01/02/2019 16:15,01/02/2019 16:15
29242,1200,88641,01/02/2019 16:21,01/02/2019 16:21
29243,1627,96989,01/02/2019 16:26,01/02/2019 16:26
29245,1200,82683,01/02/2019 16:28,01/02/2019 16:28
29247,2400,84898,01/02/2019 16:33,01/02/2019 16:34
29248,6125,77745,01/02/2019 16:35,01/02/2019 16:36
29249,5900,89768,01/02/2019 16:43,01/02/2019 16:43
29250,910,93780,01/02/2019 16:47,01/02/2019 16:47
29251,2000,86579,01/02/2019 16:53,01/02/2019 16:53
29252,6000,82752,01/02/2019 16:53,01/02/2019 16:53
29253,3600,87848,01/02/2019 17:03,01/02/2019 17:03
29254,3390,98997,01/02/2019 17:06,01/02/2019 17:06
29255,3600,85998,01/02/2019 17:14,01/02/2019 17:14
29256,4800,87534,01/02/2019 17:18,01/02/2019 17:18
29257,3600,82945,01/02/2019 17:22,01/02/2019 17:22
29258,6000,82806,01/02/2019 17:26,01/02/2019 17:26
29262,5925,90793,01/02/2019 17:38,01/02/2019 17:39
29263,1120,88359,01/02/2019 17:40,01/02/2019 17:41
29264,30,97987,01/02/2019 17:42,01/02/2019 17:42
29265,2400,95867,01/02/2019 17:44,01/02/2019 17:44
29266,1130,98664,01/02/2019 17:46,01/02/2019 17:46
29267,1,99026,01/02/2019 17:47,01/02/2019 17:48
29268,1200,83660,01/02/2019 17:58,01/02/2019 17:58
29269,1200,84665,01/02/2019 18:11,01/02/2019 18:11
29270,1800,82762,01/02/2019 18:12,01/02/2019 18:12
29271,2360,92043,01/02/2019 18:18,01/02/2019 18:18
29272,1200,83531,01/02/2019 18:19,01/02/2019 18:20
29274,1180,88150,01/02/2019 18:25,01/02/2019 18:25
29275,1205,82043,01/02/2019 18:35,01/02/2019 18:36
29276,9,93927,01/02/2019 18:52,01/02/2019 18:52
29277,2260,96299,01/02/2019 18:55,01/02/2019 18:55
29278,1200,83032,01/02/2019 18:57,01/02/2019 18:57
29279,3555,77046,01/02/2019 18:58,01/02/2019 18:58
29280,2330,89129,01/02/2019 19:02,01/02/2019 19:02
29281,64,98133,01/02/2019 19:05,01/02/2019 19:05
29282,30,97987,01/02/2019 19:05,01/02/2019 19:05
29283,1,71079,01/02/2019 19:09,01/02/2019 19:09
29284,2987,85546,01/02/2019 19:10,01/02/2019 19:10
29285,2260,96294,01/02/2019 19:12,01/02/2019 19:13
29286,3555,71703,01/02/2019 19:14,01/02/2019 19:14
29287,1695,96527,01/02/2019 19:35,01/02/2019 19:35
29288,1778,90779,01/02/2019 19:37,01/02/2019 19:37
29290,175,89283,01/02/2019 19:50,01/02/2019 19:50
29291,3555,77317,01/02/2019 19:55,01/02/2019 19:55
29292,1800,96336,01/02/2019 20:06,01/02/2019 20:06
29295,1225,81784,01/02/2019 20:25,01/02/2019 20:25
29296,3600,82694,01/02/2019 20:27,01/02/2019 20:27
29297,30,97987,01/02/2019 20:29,01/02/2019 20:29
29300,3390,97217,01/02/2019 20:50,01/02/2019 20:50
29301,3600,83473,01/02/2019 20:54,01/02/2019 20:54
29302,3390,96991,01/02/2019 20:59,01/02/2019 20:59
29303,1200,88575,01/02/2019 21:10,01/02/2019 21:10
29305,4800,82996,01/02/2019 21:11,01/02/2019 21:11
29308,1130,96506,01/02/2019 21:14,01/02/2019 21:14
29311,22,73112,01/02/2019 21:20,01/02/2019 21:21
29315,1800,83145,01/02/2019 21:27,01/02/2019 21:27
29316,1695,96292,01/02/2019 21:30,01/02/2019 21:30
29317,3465,82930,01/02/2019 21:31,01/02/2019 21:31
29320,3480,93109,01/02/2019 21:46,01/02/2019 21:46
29321,1837,69155,01/02/2019 21:47,01/02/2019 21:47
29322,1,69155,01/02/2019 21:47,01/02/2019 21:47
29324,447,85020,01/02/2019 21:49,01/02/2019 21:49
29325,4800,84516,01/02/2019 21:52,01/02/2019 21:52
29326,1185,75968,01/02/2019 21:53,01/02/2019 21:53
29327,1,87083,01/02/2019 21:53,01/02/2019 21:54
29328,1695,96607,01/02/2019 22:01,01/02/2019 22:01
29329,1695,96512,01/02/2019 22:01,01/02/2019 22:02
29332,1740,95656,01/02/2019 22:32,01/02/2019 22:32
29333,2450,82097,01/02/2019 22:58,01/02/2019 22:58
29334,2360,88931,01/02/2019 23:01,01/02/2019 23:01
29336,3955,96258,01/02/2019 23:17,01/02/2019 23:17
29337,1180,95356,01/02/2019 23:18,01/02/2019 23:18
29338,1200,83064,01/02/2019 23:24,01/02/2019 23:24
29339,1200,91585,01/02/2019 23:28,01/02/2019 23:28
29340,4740,91772,01/02/2019 23:30,01/02/2019 23:30
29343,1300,85590,02/02/2019 0:08,02/02/2019 0:08
29344,500,98308,02/02/2019 0:37,02/02/2019 0:37
29345,660,98308,02/02/2019 0:43,02/02/2019 0:43
29347,1200,91623,02/02/2019 1:19,02/02/2019 1:19
29348,980,97099,02/02/2019 1:41,02/02/2019 1:41
29349,1695,98927,02/02/2019 2:05,02/02/2019 2:05
29350,500,99159,02/02/2019 2:06,02/02/2019 2:06
29354,1200,92097,02/02/2019 2:25,02/02/2019 2:25
29355,1130,99161,02/02/2019 2:28,02/02/2019 2:28
29358,2260,99164,02/02/2019 2:39,02/02/2019 2:39
29361,2194,96674,02/02/2019 3:34,02/02/2019 3:34
29363,1060,98810,02/02/2019 5:14,02/02/2019 5:14
29364,380,97841,02/02/2019 8:17,02/02/2019 8:17
29365,3465,96613,02/02/2019 8:28,02/02/2019 8:28
29366,1200,90818,02/02/2019 8:47,02/02/2019 8:48
29367,1200,83464,02/02/2019 9:01,02/02/2019 9:01
29368,4800,83496,02/02/2019 9:10,02/02/2019 9:11
29369,1778,72299,02/02/2019 9:16,02/02/2019 9:16
29370,618,72488,02/02/2019 9:27,02/02/2019 9:27
29371,2450,82135,02/02/2019 9:29,02/02/2019 9:30
29372,1155,93581,02/02/2019 9:51,02/02/2019 9:52
29374,3600,95615,02/02/2019 10:20,02/02/2019 10:20
29375,2450,82773,02/02/2019 10:28,02/02/2019 10:28
29377,1180,89860,02/02/2019 10:37,02/02/2019 10:38
29378,5925,92673,02/02/2019 10:42,02/02/2019 10:42
29379,1180,88642,02/02/2019 10:45,02/02/2019 10:45
29380,1160,98199,02/02/2019 11:02,02/02/2019 11:02
29381,1155,93315,02/02/2019 11:03,02/02/2019 11:03
29383,1155,89095,02/02/2019 11:17,02/02/2019 11:17
29385,1360,97987,02/02/2019 11:26,02/02/2019 11:26
29386,1172,92699,02/02/2019 11:26,02/02/2019 11:26
29388,1155,82648,02/02/2019 11:36,02/02/2019 11:37
29390,29,6104,02/02/2019 11:49,02/02/2019 11:50
29396,1130,99243,02/02/2019 11:56,02/02/2019 11:57
29397,1800,83868,02/02/2019 12:01,02/02/2019 12:01
29399,1225,81783,02/02/2019 12:11,02/02/2019 12:11
29400,1130,96684,02/02/2019 12:11,02/02/2019 12:12
29401,2450,82657,02/02/2019 12:13,02/02/2019 12:14
29402,20,98590,02/02/2019 12:14,02/02/2019 12:14
29404,4200,83202,02/02/2019 12:17,02/02/2019 12:17
29405,300,95518,02/02/2019 12:24,02/02/2019 12:24
29407,1130,98994,02/02/2019 12:30,02/02/2019 12:30
29408,1180,92501,02/02/2019 12:32,02/02/2019 12:32
29409,5,97810,02/02/2019 12:32,02/02/2019 12:32
29413,730,96941,02/02/2019 12:48,02/02/2019 12:48
29416,2000,72804,02/02/2019 13:06,02/02/2019 13:06
29417,1800,85646,02/02/2019 13:08,02/02/2019 13:08
29418,2280,95261,02/02/2019 13:09,02/02/2019 13:09
29419,1180,90826,02/02/2019 13:11,02/02/2019 13:11
29420,409,81478,02/02/2019 13:12,02/02/2019 13:12
29421,1130,96787,02/02/2019 13:19,02/02/2019 13:19
29422,14,97486,02/02/2019 13:35,02/02/2019 13:35
29423,0,97486,02/02/2019 13:35,02/02/2019 13:35
29426,6000,86908,02/02/2019 13:43,02/02/2019 13:44
29427,2500,98406,02/02/2019 13:47,02/02/2019 13:47
29428,1130,97213,02/02/2019 13:48,02/02/2019 13:48
29429,1200,85558,02/02/2019 13:53,02/02/2019 13:53
29431,40,97902,02/02/2019 14:01,02/02/2019 14:01
29432,1200,89175,02/02/2019 14:02,02/02/2019 14:02
29433,4640,93302,02/02/2019 14:02,02/02/2019 14:03
29434,4800,89300,02/02/2019 14:03,02/02/2019 14:04
29435,3000,95791,02/02/2019 14:04,02/02/2019 14:04
29436,1200,83340,02/02/2019 14:05,02/02/2019 14:05
29437,80,93689,02/02/2019 14:10,02/02/2019 14:10
29438,1200,92145,02/02/2019 14:15,02/02/2019 14:15
29441,3100,97841,02/02/2019 14:27,02/02/2019 14:27
29443,6000,85637,02/02/2019 14:37,02/02/2019 14:37
29444,200,87083,02/02/2019 14:39,02/02/2019 14:39
29447,3,85561,02/02/2019 14:54,02/02/2019 14:54
29448,1155,67638,02/02/2019 14:54,02/02/2019 14:54
29450,1160,96382,02/02/2019 15:06,02/02/2019 15:07
29451,1200,84489,02/02/2019 15:07,02/02/2019 15:07
29452,3000,88003,02/02/2019 15:22,02/02/2019 15:22
29453,1196,6104,02/02/2019 15:28,02/02/2019 15:28
29454,6000,84062,02/02/2019 15:32,02/02/2019 15:32
29455,2400,98828,02/02/2019 15:34,02/02/2019 15:34
29456,2400,92985,02/02/2019 15:40,02/02/2019 15:40
29457,2400,94782,02/02/2019 16:02,02/02/2019 16:02
29458,500,97959,02/02/2019 16:04,02/02/2019 16:05
29459,1180,88706,02/02/2019 16:05,02/02/2019 16:05
29460,1130,96718,02/02/2019 16:23,02/02/2019 16:24
29462,700,91708,02/02/2019 16:32,02/02/2019 16:32
29463,1160,93900,02/02/2019 16:37,02/02/2019 16:37
29464,1130,99354,02/02/2019 16:38,02/02/2019 16:39
29465,1800,83243,02/02/2019 16:52,02/02/2019 16:52
29466,1155,90166,02/02/2019 16:53,02/02/2019 16:53
29467,4,98810,02/02/2019 16:54,02/02/2019 16:54
29468,1155,76533,02/02/2019 16:56,02/02/2019 16:56
29469,1205,76674,02/02/2019 17:05,02/02/2019 17:05
29470,1160,96207,02/02/2019 17:06,02/02/2019 17:06
29471,2310,88670,02/02/2019 17:10,02/02/2019 17:10
29472,1650,99367,02/02/2019 17:11,02/02/2019 17:11
29473,45,99367,02/02/2019 17:12,02/02/2019 17:12
29474,376,92018,02/02/2019 17:12,02/02/2019 17:12
29475,1,92018,02/02/2019 17:12,02/02/2019 17:13
29476,2260,99368,02/02/2019 17:13,02/02/2019 17:13
29479,2188,91270,02/02/2019 17:17,02/02/2019 17:17
29480,1130,97528,02/02/2019 17:25,02/02/2019 17:25
29481,2260,99375,02/02/2019 17:28,02/02/2019 17:28
29482,230,96959,02/02/2019 17:31,02/02/2019 17:31
29483,110,86521,02/02/2019 17:39,02/02/2019 17:39
29485,4900,81398,02/02/2019 17:55,02/02/2019 17:56
29486,2400,83622,02/02/2019 18:00,02/02/2019 18:00
29487,1838,76813,02/02/2019 18:04,02/02/2019 18:04
29491,1130,96557,02/02/2019 18:25,02/02/2019 18:25
29492,2400,85056,02/02/2019 18:27,02/02/2019 18:28
29494,2260,97738,02/02/2019 18:35,02/02/2019 18:35
29495,66,96674,02/02/2019 18:36,02/02/2019 18:36
29496,1130,96887,02/02/2019 18:40,02/02/2019 18:40
29497,1800,84189,02/02/2019 18:41,02/02/2019 18:41
29498,1800,87491,02/02/2019 18:41,02/02/2019 18:41
29500,1200,89229,02/02/2019 19:20,02/02/2019 19:20
29501,2370,83179,02/02/2019 19:26,02/02/2019 19:27
29502,4800,83896,02/02/2019 19:31,02/02/2019 19:31
29503,1895,83239,02/02/2019 19:31,02/02/2019 19:31
29504,2450,82917,02/02/2019 19:36,02/02/2019 19:36
29505,200,91200,02/02/2019 19:38,02/02/2019 19:38
29506,1000,97681,02/02/2019 19:44,02/02/2019 19:44
29507,2400,86535,02/02/2019 19:50,02/02/2019 19:50
29508,1180,89590,02/02/2019 19:51,02/02/2019 19:51
29509,1800,94740,02/02/2019 20:06,02/02/2019 20:06
29510,3540,88914,02/02/2019 20:13,02/02/2019 20:13
29511,20,53674,02/02/2019 20:26,02/02/2019 20:26
29513,3600,83546,02/02/2019 20:39,02/02/2019 20:39
29514,1155,79035,02/02/2019 20:46,02/02/2019 20:46
29515,2320,94909,02/02/2019 20:49,02/02/2019 20:49
29516,2260,99113,02/02/2019 20:51,02/02/2019 20:51
29519,1200,84198,02/02/2019 21:04,02/02/2019 21:04
29521,1800,86900,02/02/2019 21:50,02/02/2019 21:50
29523,1155,94054,02/02/2019 21:55,02/02/2019 21:55
29524,2000,70751,02/02/2019 21:55,02/02/2019 21:55
29525,3063,79310,02/02/2019 21:56,02/02/2019 21:56
29526,63,70751,02/02/2019 21:57,02/02/2019 21:57
29527,2320,93694,02/02/2019 22:10,02/02/2019 22:11
29528,1200,86365,02/02/2019 22:16,02/02/2019 22:16
29529,373,98034,02/02/2019 22:22,02/02/2019 22:22
29532,4800,83758,02/02/2019 22:33,02/02/2019 22:33
29534,2400,85054,02/02/2019 22:34,02/02/2019 22:35
29535,16,97720,02/02/2019 22:35,02/02/2019 22:35
29538,1160,94134,02/02/2019 22:44,02/02/2019 22:44
29539,50,97902,02/02/2019 22:45,02/02/2019 22:45
29540,50,99240,02/02/2019 22:58,02/02/2019 22:58
29541,1160,94484,02/02/2019 23:07,02/02/2019 23:07
29542,1160,96751,02/02/2019 23:20,02/02/2019 23:20
29543,2300,83170,02/02/2019 23:30,02/02/2019 23:31
29545,4800,83587,02/02/2019 23:51,02/02/2019 23:51
29546,3390,97659,02/02/2019 23:52,02/02/2019 23:52
29548,2410,87010,03/02/2019 0:05,03/02/2019 0:06
29549,6,92756,03/02/2019 0:45,03/02/2019 0:45
29550,23,99245,03/02/2019 1:10,03/02/2019 1:10
29551,2,83213,03/02/2019 1:49,03/02/2019 1:49
29552,1838,73130,03/02/2019 1:56,03/02/2019 1:56
29555,20,92601,03/02/2019 3:10,03/02/2019 3:10
29556,66,98810,03/02/2019 4:56,03/02/2019 4:56
29557,2260,97481,03/02/2019 6:27,03/02/2019 6:27
29558,17,99500,03/02/2019 6:55,03/02/2019 6:55
29560,32,88773,03/02/2019 7:21,03/02/2019 7:21
29561,57,88773,03/02/2019 7:21,03/02/2019 7:21
29562,600,94844,03/02/2019 7:57,03/02/2019 7:57
29564,594,97418,03/02/2019 8:37,03/02/2019 8:37
29565,400,98120,03/02/2019 8:54,03/02/2019 8:54
29566,200,87083,03/02/2019 9:02,03/02/2019 9:02
29568,500,97622,03/02/2019 9:45,03/02/2019 9:45
29569,1225,56191,03/02/2019 9:46,03/02/2019 9:46
29570,25,85132,03/02/2019 9:48,03/02/2019 9:48
29571,700,85590,03/02/2019 9:50,03/02/2019 9:50
29574,30,99449,03/02/2019 10:42,03/02/2019 10:42
29577,600,94620,03/02/2019 10:53,03/02/2019 10:53
29578,1695,99115,03/02/2019 11:09,03/02/2019 11:09
29579,190,97600,03/02/2019 11:40,03/02/2019 11:40
29580,1200,97143,03/02/2019 11:49,03/02/2019 11:49
29581,1130,98392,03/02/2019 12:15,03/02/2019 12:15
29582,400,80529,03/02/2019 12:20,03/02/2019 12:21
29583,1100,98370,03/02/2019 12:28,03/02/2019 12:28
29584,4500,85118,03/02/2019 12:29,03/02/2019 12:30
29586,75,85118,03/02/2019 12:30,03/02/2019 12:31
29587,150,97099,03/02/2019 12:41,03/02/2019 12:41
29588,700,90131,03/02/2019 12:45,03/02/2019 12:45
29590,1837,81778,03/02/2019 13:01,03/02/2019 13:01
29591,1,81778,03/02/2019 13:02,03/02/2019 13:02
29594,3540,90221,03/02/2019 13:10,03/02/2019 13:11
29595,3955,97029,03/02/2019 13:13,03/02/2019 13:13
29596,2320,94193,03/02/2019 13:15,03/02/2019 13:15
29597,500,97959,03/02/2019 13:26,03/02/2019 13:26
29598,1,97670,03/02/2019 13:36,03/02/2019 13:36
29599,970,98584,03/02/2019 13:39,03/02/2019 13:39
29600,3389,97670,03/02/2019 13:40,03/02/2019 13:40
29601,200,98584,03/02/2019 13:40,03/02/2019 13:40
29602,1130,97957,03/02/2019 13:41,03/02/2019 13:41
29603,22,87839,03/02/2019 13:51,03/02/2019 13:51
29605,1800,84283,03/02/2019 14:31,03/02/2019 14:31
29606,2400,98066,03/02/2019 14:32,03/02/2019 14:33
29607,2450,83760,03/02/2019 14:34,03/02/2019 14:34
29608,900,86625,03/02/2019 14:34,03/02/2019 14:35
29609,1200,91119,03/02/2019 14:37,03/02/2019 14:37
29611,1695,99579,03/02/2019 14:38,03/02/2019 14:38
29614,500,98023,03/02/2019 14:47,03/02/2019 14:47
29616,50,98133,03/02/2019 14:52,03/02/2019 14:52
29617,2400,84664,03/02/2019 14:54,03/02/2019 14:54
29619,1800,98885,03/02/2019 14:56,03/02/2019 14:57
29620,1225,80909,03/02/2019 15:04,03/02/2019 15:04
29621,1500,98406,03/02/2019 15:18,03/02/2019 15:18
29623,1130,99211,03/02/2019 15:27,03/02/2019 15:27
29626,1800,83847,03/02/2019 15:35,03/02/2019 15:35
29627,3540,90033,03/02/2019 15:35,03/02/2019 15:39
29629,1200,88869,03/02/2019 15:41,03/02/2019 15:41
29630,1740,96330,03/02/2019 15:44,03/02/2019 15:44
29631,30,80783,03/02/2019 15:48,03/02/2019 15:48
29632,1130,99581,03/02/2019 15:48,03/02/2019 15:48
29633,1180,89729,03/02/2019 16:09,03/02/2019 16:09
29634,100,91080,03/02/2019 16:09,03/02/2019 16:09
29635,1110,98590,03/02/2019 16:16,03/02/2019 16:16
29636,1800,96217,03/02/2019 16:22,03/02/2019 16:22
29637,1200,93936,03/02/2019 16:29,03/02/2019 16:29
29638,2260,99627,03/02/2019 16:32,03/02/2019 16:32
29639,1200,89709,03/02/2019 16:35,03/02/2019 16:35
29640,1740,95448,03/02/2019 16:42,03/02/2019 16:42
29642,1200,93985,03/02/2019 16:43,03/02/2019 16:43
29643,300,97436,03/02/2019 16:52,03/02/2019 16:52
29644,1130,99640,03/02/2019 16:57,03/02/2019 16:57
29646,1200,84002,03/02/2019 17:12,03/02/2019 17:12
29647,1130,99648,03/02/2019 17:12,03/02/2019 17:12
29648,1200,84033,03/02/2019 17:20,03/02/2019 17:20
29649,2397,85561,03/02/2019 17:20,03/02/2019 17:21
29650,3555,92152,03/02/2019 17:25,03/02/2019 17:25
29652,2,98933,03/02/2019 17:36,03/02/2019 17:36
29653,2400,99599,03/02/2019 17:37,03/02/2019 17:37
29654,2320,94140,03/02/2019 17:47,03/02/2019 17:47
29655,1130,98356,03/02/2019 17:49,03/02/2019 17:49
29656,1200,84600,03/02/2019 17:49,03/02/2019 17:50
29657,1160,94448,03/02/2019 17:52,03/02/2019 17:52
29665,1200,86458,03/02/2019 19:28,03/02/2019 19:28
29667,100,93955,03/02/2019 19:33,03/02/2019 19:33
29669,330,97600,03/02/2019 19:51,03/02/2019 19:51
29670,300,89945,03/02/2019 19:53,03/02/2019 19:54
29671,1200,87063,03/02/2019 19:56,03/02/2019 19:56
29672,1200,84463,03/02/2019 19:56,03/02/2019 19:56
29673,172,91270,03/02/2019 20:15,03/02/2019 20:16
29674,3600,85315,03/02/2019 20:20,03/02/2019 20:20
29675,1130,99407,03/02/2019 20:23,03/02/2019 20:23
29677,1,84083,03/02/2019 20:30,03/02/2019 20:30
29678,1,84083,03/02/2019 20:30,03/02/2019 20:30
29679,2,84083,03/02/2019 20:31,03/02/2019 20:31
29681,2450,83328,03/02/2019 20:34,03/02/2019 20:35
29684,1160,95650,03/02/2019 20:49,03/02/2019 20:50
29687,1196,84083,03/02/2019 20:51,03/02/2019 20:51
29688,335,99252,03/02/2019 21:07,03/02/2019 21:07
29689,1000,99690,03/02/2019 21:15,03/02/2019 21:15
29693,1200,99268,03/02/2019 21:25,03/02/2019 21:25
29694,6024,89025,03/02/2019 21:26,03/02/2019 21:26
29696,1200,84896,03/02/2019 21:45,03/02/2019 21:45
29697,2400,99667,03/02/2019 21:48,03/02/2019 21:50
29698,2400,87539,03/02/2019 21:50,03/02/2019 21:51
29699,50,99371,03/02/2019 21:53,03/02/2019 21:53
29700,80,99371,03/02/2019 21:54,03/02/2019 21:54
29701,1130,98109,03/02/2019 21:54,03/02/2019 21:55
29702,200,87083,03/02/2019 21:56,03/02/2019 21:56
29703,198,87083,03/02/2019 21:57,03/02/2019 21:57
29704,3600,84308,03/02/2019 22:02,03/02/2019 22:02
29705,1160,98745,03/02/2019 22:11,03/02/2019 22:11
29706,2000,97335,03/02/2019 22:32,03/02/2019 22:32
29707,980,99745,03/02/2019 22:45,03/02/2019 22:46
29708,3600,86026,03/02/2019 22:46,03/02/2019 22:46
29709,150,99745,03/02/2019 22:47,03/02/2019 22:47
29711,11,70744,03/02/2019 22:51,03/02/2019 22:51
29712,980,99750,03/02/2019 22:53,03/02/2019 22:53
29713,1200,84505,03/02/2019 22:54,03/02/2019 22:54
29714,50,99500,03/02/2019 23:03,03/02/2019 23:04
29715,54,99500,03/02/2019 23:05,03/02/2019 23:05
29719,1500,95599,03/02/2019 23:57,03/02/2019 23:58
29720,1200,83063,04/02/2019 0:42,04/02/2019 0:42
29722,1160,98915,04/02/2019 2:16,04/02/2019 2:17
29723,4,99500,04/02/2019 3:05,04/02/2019 3:05
29726,1,99780,04/02/2019 3:43,04/02/2019 3:43
29727,1200,90263,04/02/2019 3:57,04/02/2019 3:57
29728,8,99500,04/02/2019 5:33,04/02/2019 5:33
29729,1200,90816,04/02/2019 7:55,04/02/2019 7:55
29730,2950,94390,04/02/2019 8:49,04/02/2019 8:49
29732,1838,81717,04/02/2019 9:20,04/02/2019 9:20
29733,130,99690,04/02/2019 9:24,04/02/2019 9:24
29734,1130,97298,04/02/2019 9:29,04/02/2019 9:29
29735,1130,97478,04/02/2019 9:35,04/02/2019 9:35
29736,2370,93996,04/02/2019 9:48,04/02/2019 9:49
29737,695,97959,04/02/2019 9:56,04/02/2019 9:56
29739,1130,97539,04/02/2019 10:00,04/02/2019 10:00
29744,90,90105,04/02/2019 10:06,04/02/2019 10:06
29746,1,90105,04/02/2019 10:08,04/02/2019 10:08
29748,4800,88959,04/02/2019 10:32,04/02/2019 10:32
29749,1160,95678,04/02/2019 10:35,04/02/2019 10:35
29750,4148,77455,04/02/2019 10:57,04/02/2019 10:57
29751,1180,96849,04/02/2019 11:00,04/02/2019 11:00
29754,2260,97306,04/02/2019 11:20,04/02/2019 11:20
29755,2320,95301,04/02/2019 11:28,04/02/2019 11:28
29756,1200,87473,04/02/2019 11:38,04/02/2019 11:38
29758,1,73675,04/02/2019 11:44,04/02/2019 11:44
29759,1130,98408,04/02/2019 11:57,04/02/2019 11:57
29760,161,57242,04/02/2019 12:02,04/02/2019 12:02
29762,12,73495,04/02/2019 12:10,04/02/2019 12:10
29763,30,98133,04/02/2019 12:18,04/02/2019 12:18
29764,1,8176,04/02/2019 12:23,04/02/2019 12:24
29765,1154,8176,04/02/2019 12:26,04/02/2019 12:26
29766,251,84720,04/02/2019 12:31,04/02/2019 12:31
29767,1695,97678,04/02/2019 12:31,04/02/2019 12:32
29768,3600,87293,04/02/2019 12:36,04/02/2019 12:36
29769,43,88773,04/02/2019 12:38,04/02/2019 12:38
29770,1130,97907,04/02/2019 12:41,04/02/2019 12:41
29772,6000,84802,04/02/2019 12:49,04/02/2019 12:49
29773,1159,91236,04/02/2019 12:53,04/02/2019 12:53
29774,500,97702,04/02/2019 13:00,04/02/2019 13:00
29776,1200,87616,04/02/2019 13:09,04/02/2019 13:09
29777,1760,97702,04/02/2019 13:13,04/02/2019 13:13
29778,25,83063,04/02/2019 13:16,04/02/2019 13:16
29780,1130,99373,04/02/2019 13:19,04/02/2019 13:19
29781,1700,89283,04/02/2019 13:19,04/02/2019 13:19
29782,2000,84720,04/02/2019 13:22,04/02/2019 13:22
29783,70,96440,04/02/2019 13:24,04/02/2019 13:24
29784,1200,85873,04/02/2019 13:48,04/02/2019 13:48
29787,80,97193,04/02/2019 14:30,04/02/2019 14:30
29788,100,99028,04/02/2019 14:31,04/02/2019 14:31
29790,1349,84720,04/02/2019 14:36,04/02/2019 14:36
29791,1155,95066,04/02/2019 14:50,04/02/2019 14:50
29793,1155,80991,04/02/2019 15:26,04/02/2019 15:26
29796,1225,84092,04/02/2019 15:37,04/02/2019 15:38
29797,1200,84628,04/02/2019 15:38,04/02/2019 15:39
29798,1150,99240,04/02/2019 15:42,04/02/2019 15:42
